student_id,weekly_self_study_hours,attendance_percentage,class_participation,total_score,grade
4694,9.8,100,9,79.8,C
4695,14.2,100,2.1,76.7,C
4696,17.5,75.5,7.2,84.8,B
4697,20,100,10,89.9,B
4698,14.3,85.7,6.3,72.1,C
4699,22.6,97.5,6.6,92.4,A
4700,15.1,94.5,6.8,81.4,B
4701,20.5,69.8,6.4,80.5,B
4702,11.6,91.6,10,80.1,B
4703,2.3,97.1,4.3,70.6,C
4704,16.9,84.8,4.1,81.6,B
4705,20.1,82,5.3,77,C
4706,19,66.1,9.5,79,C
4707,18,93.2,4.8,83.7,B
4708,12.6,87.5,6.9,77,C
4709,9.4,73.9,8.1,74.1,C
4710,18.9,81.1,7.6,82.5,B
4711,18,86.9,8,86,B
4712,11.1,78.3,8.8,82.6,B
4713,22.8,85,6.6,93.7,A
4714,8.8,64,5.1,67.1,D
4715,10.9,100,6.3,81.4,B
4716,26.5,85.2,5.3,88.2,B
4717,21.1,71.8,10,83,B
4718,12.5,55.5,4.9,60.5,D
4719,17,97.3,7,86,B
4720,16.1,91.7,3,81.9,B
4721,0,87.5,6.3,64.6,D
4722,8.7,95.4,5.4,74.4,C
4723,14.6,95.3,7.4,82.4,B
4724,12.5,87.3,7.4,80.8,B
4725,16.7,81.9,8.8,89.8,B
4726,22.9,80,8.7,84,B
4727,12.7,90.1,5.9,79.3,C
4728,7.6,100,4.1,76.6,C
4729,17.3,83.8,4.3,77.4,C
4730,12.7,100,6.6,83.3,B
4731,13.9,89.5,6.3,78.8,C
4732,13,89.6,6.5,88,B
4733,30.7,100,4.9,97.2,A
4734,0,100,8.9,75.3,C
4735,12.3,100,3.1,82.4,B
4736,15,75.4,4.8,74.9,C
4737,9.5,100,3.8,77.9,C
4738,21.3,84,5.6,82.4,B
4739,20.7,82.3,8.5,84.6,B
4740,14.7,59.1,5.4,65.1,D
4741,13.1,88.9,6.2,74.3,C
4742,14.2,72,7.3,76.5,C
4743,14.3,89.9,5.3,78.9,C
4744,14.5,71.1,6.8,77.2,C
4745,13.7,100,6.5,81.4,B
4746,16.8,91.6,3.7,76.8,C
4747,20.3,100,5.1,89.6,B
4748,6.4,72.7,6.7,68.1,D
4749,7.6,100,8.6,84.6,B
4750,2.8,63.4,8.6,65.3,D
4751,21.1,87.5,10,94.9,A
4752,16.8,77.4,7,81.1,B
4753,18.5,79.6,5.2,80,B
4754,5,78.8,5.9,71.6,C
4755,27.5,74,5.8,83.4,B
4756,10.7,69.9,5.2,64.5,D
4757,16.2,79.7,6.8,80,B
4758,21,86.4,6.9,90.9,A
4759,8.1,99,3.7,69.2,D
4760,11.2,88.5,8.2,81.5,B
4761,16.3,99,2.3,76,C
4762,35,67.3,5.6,87.1,B
4763,17.1,79.8,8.3,81.8,B
4764,26.2,93.5,7.2,94.3,A
4765,23.4,89.1,5.3,86.6,B
4766,17.6,74.7,9.9,86.1,B
4767,8.1,96.2,5.1,80.3,B
4768,22.4,78.6,2,76.9,C
4769,4.5,75.7,6.9,72.2,C
4770,26.2,90.8,2.4,84.4,B
4771,16.4,85.1,4.3,76.7,C
4772,0,78.7,7.2,63.4,D
4773,12.6,78.3,5.1,77.7,C
4774,19.6,72.2,7.2,78.4,C
4775,13.3,80.3,3.7,66.1,D
4776,20,98.2,7.7,91.2,A
4777,9,87.9,2.6,70.3,C
4778,5.9,96.5,8.6,78.6,C
4779,14.5,91.2,5,79.1,C
4780,15.2,77.7,9.1,79.2,C
4781,12.6,65.2,4.3,76.3,C
4782,23.6,73.9,9.8,91.1,A
4783,9,76.9,4.1,71.5,C
4784,17.2,76,2.4,73.9,C
4785,15.5,96.8,6.1,87.1,B
4786,4.1,96.6,8.5,78.8,C
4787,5.8,100,7.6,81.9,B
4788,15.1,75.8,8.3,80.3,B
4789,28.9,100,7.6,97.2,A
4790,19.1,100,4.4,88.3,B
4791,2.9,82.2,7.5,69.6,D
4792,0,90.7,6.2,70.2,C
4793,20.1,99.9,4.6,83.6,B
4794,14.3,84.3,6.4,76.1,C
4795,23,83.4,5.9,76.7,C
4796,8.8,77.5,8.8,76.5,C
4797,17.5,56.7,5,71.7,C
4798,20.9,85.8,4.9,85.7,B
4799,11.9,76.5,4.6,68.7,D
4800,12,72.1,9.8,78,C
4801,15.2,90.1,4.7,79.5,C
4802,18.8,67.6,8.6,81,B
4803,14.9,94.7,3.9,78,C
4804,21.8,90.8,7,86.5,B
4805,11.8,80.2,6.5,70.9,C
4806,5.7,84.2,8.5,72.6,C
4807,28.8,70.7,8.2,86.9,B
4808,10.8,94,6.2,79.8,C
4809,11,87.2,4.9,70.5,C
4810,14.5,88.1,9.2,82.2,B
4811,15.5,91,4.7,80.5,B
4812,12.3,77.3,1.5,73,C
4813,14.9,66.8,2.3,65.4,D
4814,14.7,96.5,2.8,80.6,B
4815,16.2,93.3,7.2,82.7,B
4816,0,78.6,10,68.9,D
4817,28.2,89.9,1.9,83.2,B
4818,14,100,4.4,78.7,C
4819,19.1,98.7,6.2,85.8,B
4820,5.4,78.2,9.1,76.2,C
4821,11.7,67.1,4.4,66,D
4822,10.3,69.2,7.2,68.5,D
4823,25.3,81.3,5.5,85.4,B
4824,10.9,100,10,86.2,B
4825,20.3,76.3,6.3,80,B
4826,10.4,77.8,6.7,74.7,C
4827,11.8,77.6,6.2,71.2,C
4828,13.3,78.6,5.2,71.8,C
4829,24,84.9,7.9,91,A
4830,1.8,69.6,3.7,60.4,D
4831,5.8,98,2,73.8,C
4832,1.4,83.3,5.7,71.5,C
4833,7.4,100,7.6,83.2,B
4834,9.3,70.9,4.8,64.2,D
4835,3.7,100,6.4,76.1,C
4836,9.9,100,3.6,80.8,B
4837,0.9,80.1,8.1,70.8,C
4838,7.9,80.3,7.3,74.1,C
4839,23.4,73.9,6,76.5,C
4840,17.8,74.1,6.3,75.8,C
4841,16.3,85,3.2,76.9,C
4842,8,85.2,3.3,66.4,D
4843,4.2,65.8,5.8,66.2,D
4844,7,100,7,79.3,C
4845,14.7,81.9,7.1,73.1,C
4846,21.1,85.8,5.3,81.3,B
4847,21.3,77.5,7.5,82,B
4848,19.4,81.8,8.8,84.2,B
4849,9.8,80.7,5.8,77.7,C
4850,15.2,85,6.6,81.6,B
4851,12.8,84.8,5.6,72.7,C
4852,13.6,94.7,5.7,76.7,C
4853,29.3,87.7,6.3,90.3,A
4854,2.7,93.5,9.4,77.3,C
4855,13.4,84.9,7.8,82.9,B
4856,23.5,87.8,7.7,93.6,A
4857,4.7,82.1,5.1,74.6,C
4858,10.5,97,4.2,76.5,C
4859,11.3,88.9,6.8,81.4,B
4860,13.4,83.1,8.5,81.5,B
4861,3.8,82.7,9.4,70.7,C
4862,19.2,83.7,1.1,70.2,C
4863,19.7,85.4,10,87.9,B
4864,18.6,84.3,6.8,78,C
4865,8.9,78.3,7.8,71.7,C
4866,15.6,94.2,2.5,76.6,C
4867,8.7,94.9,5.5,78,C
4868,12.7,100,7.6,88.5,B
4869,30.1,77.8,3.7,85,B
4870,15.7,93,0.2,73.9,C
4871,6.7,62.1,6.7,59.2,F
4872,16.3,94.9,5.9,84.8,B
4873,5.5,67.5,8.9,69.2,D
4874,6.6,73.2,5.7,66.5,D
4875,7.7,89,5.8,78.3,C
4876,11.9,77.5,7.4,72.1,C
4877,21.6,75.9,8.1,81.1,B
4878,19,79.2,4.6,77.6,C
4879,18.7,93.8,7.9,85.5,B
4880,7.3,73.8,5,69.7,D
4881,11.2,84.4,6,77.4,C
4882,16.9,80.5,7.3,83.6,B
4883,10.6,94.8,7.7,82.8,B
4884,13.1,95.2,6.6,81.7,B
4885,18.1,63,3.8,69.8,D
4886,12.6,97.5,2.3,78.6,C
4887,16.6,77.7,5.6,76.6,C
4888,26.1,87.8,7.9,90.9,A
4889,13.8,73.7,6.9,76.7,C
4890,23.3,89.5,6.5,87.8,B
4891,18.9,100,6,88.3,B
4892,4.7,86.5,6.6,70.3,C
4893,7.3,79.5,4,72.9,C
4894,9.2,82.2,7.6,72.2,C
4895,9,67.4,7.7,71.6,C
4896,14.4,100,5.3,81.7,B
4897,19.3,88.8,6.9,87.9,B
4898,23.8,72.4,2.6,79.6,C
4899,17.2,72.8,6.4,76.7,C
4900,11.9,85.2,5.7,81.1,B
4901,0.4,96.2,8.5,74.6,C
4902,15.5,71.2,5.6,76.6,C
4903,15.2,98.4,7.7,83.9,B
4904,16.3,83.9,5.2,79.9,C
4905,29.7,73.8,1.4,77.8,C
4906,23.7,79.4,5.5,83.1,B
4907,20.5,100,6.4,88.9,B
4908,8.3,68.3,6.3,71,C
4909,11.4,76.2,6.3,71.6,C
4910,14.3,96.4,5,90.7,A
4911,9.6,87.6,5.4,71,C
4912,18.5,75.5,3.7,76.3,C
4913,17.5,96.6,2,81.2,B
4914,7.4,97.1,5.8,79.1,C
4915,23.4,89,4.5,83.4,B
4916,15.7,77.7,8.2,80.3,B
4917,2.9,79.5,1.6,61.1,D
4918,14.6,88.4,6.6,86.3,B
4919,17,69.3,10,77.8,C
4920,21.8,100,5.6,88.7,B
4921,12.6,100,6,80.7,B
4922,20.8,82.2,6.9,81,B
4923,16.3,89.3,7,78.6,C
4924,5.8,99.2,5.2,78.3,C
4925,5.1,100,4,72.6,C
4926,22.9,100,7.3,89.5,B
4927,23.4,64.2,2.2,70.4,C
4928,17.3,81.2,7.7,82.3,B
4929,25.5,91,5.2,88.2,B
4930,22.4,79.1,6,82.5,B
4931,19.8,100,4.9,84.5,B
4932,8.6,100,8.9,84.4,B
4933,27.1,75.2,6.5,83.2,B
4934,18.8,83.1,5.4,80.6,B
4935,12.3,76,5.3,72.5,C
4936,10.3,82.7,5.7,69.3,D
4937,16.8,82.3,10,90.3,A
4938,3.3,96.5,3.4,73,C
4939,19.9,74.3,8.2,82,B
4940,8.3,53.6,7.1,65.1,D
4941,17.6,65.7,9.1,83.9,B
4942,11.3,72.7,7.3,76.8,C
4943,13.1,77.1,6,75.9,C
4944,9.7,87.2,8,76.2,C
4945,13.9,72,6.5,72.4,C
4946,28.2,70.5,7.5,80.1,B
4947,24.7,73.8,8.9,84.6,B
4948,17.5,71.6,6.2,78.3,C
4949,14.8,78.3,5.2,77.4,C
4950,20.9,77.8,4.7,81.2,B
4951,22.9,93.3,6.9,87.5,B
4952,9.2,73.1,4.2,70,C
4953,14.5,80.7,5.3,78.7,C
4954,2.2,78.5,4.1,58.1,F
4955,22.9,94.7,7,90.6,A
4956,29.5,83.1,4.5,93.7,A
4957,15.6,97.6,3.4,80,B
4958,0.1,71.2,3.8,52.7,F
4959,19.3,84.4,4.9,78.2,C
4960,8.7,78.1,5,65.2,D
4961,10.4,70.3,6.5,69,D
4962,19.4,84.2,5.7,78,C
4963,16.8,100,6.7,89.5,B
4964,11.6,74.8,6.9,76.2,C
4965,10.5,83.5,7.5,77.9,C
4966,15.9,69.3,2.2,73.1,C
4967,12.1,67.5,3.7,66.2,D
4968,7.2,75.6,7.1,71.4,C
4969,12.7,79.6,6.4,82.5,B
4970,17.4,80.1,8,83.2,B
4971,13.8,82.3,2.9,75.2,C
4972,5.1,65.2,5,61.1,D
4973,21.9,77.5,5.4,79.6,C
4974,0,91,6.3,67.4,D
4975,11.9,68.7,6.1,76,C
4976,10.7,80.7,6.9,70.7,C
4977,16,88.5,5.8,83.6,B
4978,18.9,75.6,8.7,83.7,B
4979,22.9,89.1,9.4,85.7,B
4980,10,66.7,3.8,69.5,D
4981,19.1,95.7,6.1,85.3,B
4982,16.4,89.4,7.6,79.6,C
4983,3,85.7,7.2,72.8,C
4984,28.3,98.5,5.2,90.4,A
4985,4.9,81,6.5,70.1,C
4986,17.9,77.6,2.8,73.3,C
4987,17.7,100,6,83.8,B
4988,16.9,100,3.1,78.8,C
4989,11.5,76.7,7,77.1,C
4990,20.8,83.6,3.8,81.2,B
4991,4.1,97.5,6.3,76.5,C
4992,14.5,84.1,6.6,78,C
4993,11.1,92.1,6.2,79,C
4994,10.3,94.4,4.7,75.1,C
4995,18,78.3,5.6,76.1,C
4996,22.5,90,8.4,94.5,A
4997,12.6,84.9,5.2,78.9,C
4998,20.5,70.4,6,76.3,C
4999,15.3,73.1,4.9,69.2,D
5000,8.8,77.2,8,68.9,D
5001,13.2,96.1,6.2,80,B
5002,12.9,96.5,4.5,80.1,B
5003,10.1,94,6,79,C
5004,18,90.3,5.5,83.1,B
5005,16.6,90,8.8,86.4,B
5006,3.9,88.3,5.9,68.7,D
5007,3.4,89.9,3.2,73.3,C
5008,18,90.7,7,83.9,B
5009,9.3,68.1,9.6,73.9,C
5010,17.1,75.5,8.4,78.1,C
5011,20.5,72.7,3.8,77,C
5012,6.1,98.3,5.5,82.7,B
5013,5.1,100,5.9,74,C
5014,26.7,59,6,75.1,C
5015,17.5,100,6.8,84.6,B
5016,12.1,86,5.3,75.4,C
5017,8.5,97.2,4.2,74.8,C
5018,11.4,91.1,7.9,77.7,C
5019,6.7,100,3.8,75.4,C
5020,21.2,87.5,4.4,87.4,B
5021,9.6,68.6,3.7,65.9,D
5022,22.7,83.7,7.2,85.5,B
5023,12.2,91.2,6.2,80.5,B
5024,7.7,82.4,7.8,76.7,C
5025,12,92.9,4.4,81.9,B
5026,0,84.2,3.5,65.2,D
5027,14.2,77.9,5.1,74.8,C
5028,13.8,72,5.6,70.1,C
5029,20.8,80.3,6.4,84.4,B
5030,1.8,87.5,2.6,63.5,D
5031,23.1,61.5,7,75.2,C
5032,20.7,75.6,4.2,78.4,C
5033,23.8,61,4.7,80.1,B
5034,14.6,77.6,8.3,81.1,B
5035,22.1,99.4,1.6,84.2,B
5036,4.7,70.8,6.6,64,D
5037,20,93.4,6.6,91.2,A
5038,9.6,100,4.4,78.3,C
5039,3.4,100,5.1,73.8,C
5040,7.1,86.6,8.4,78.3,C
5041,15,95.3,9.9,86.2,B
5042,9.2,68.6,8.1,69.1,D
5043,17.6,66.1,9.8,76.8,C
5044,2.3,85.3,4.6,66,D
5045,0.1,89.8,2.8,62.4,D
5046,24.6,98.1,5.9,87.1,B
5047,21.3,78.2,7.6,86.2,B
5048,7.7,87.3,2.3,71.9,C
5049,15,86.9,4.1,75,C
5050,22.1,83.4,4.4,84.5,B
5051,17.9,84.1,6.7,82.7,B
5052,16,74.7,6.5,75.7,C
5053,22.7,88.4,4.4,80.5,B
5054,9.9,87.3,6.4,77.5,C
5055,15.2,79.7,3.7,80.2,B
5056,14.9,93,5.1,80.9,B
5057,13.1,97.3,3.5,82,B
5058,12.3,93.1,5.7,78.9,C
5059,15.5,72.5,4.4,75.8,C
5060,15.2,86.2,7.4,80.9,B
5061,7.7,74.1,5.9,62.3,D
5062,20.6,86.2,5.5,81,B
5063,8.2,74.1,9.5,74.6,C
5064,13.5,100,6.8,87.5,B
5065,12.9,94.4,5.3,79.5,C
5066,17.5,98.8,4.8,84.6,B
5067,0.2,97.6,3.6,67.9,D
5068,21.2,81.8,5.9,87.1,B
5069,10.3,79.9,6.6,78.9,C
5070,23.5,100,2.2,84.2,B
5071,11.7,83,3.3,68,D
5072,14.7,68.7,5,66.3,D
5073,28.4,97.1,3.8,92.6,A
5074,13.1,86.7,6.1,78.7,C
5075,23.7,100,6.4,89,B
5076,15.3,87.9,5.8,80.8,B
5077,17.9,84.8,7.1,78.8,C
5078,15.5,100,4.8,85.8,B
5079,20.9,66.5,5.9,75.6,C
5080,10.2,78,4,67.3,D
5081,8.1,74.4,6.6,69.6,D
5082,10.5,58.7,6.2,65.2,D
5083,15.7,95.5,3.6,81.6,B
5084,13.5,78.3,5.7,78.6,C
5085,20,95.9,5.9,89.9,B
5086,24.1,89.7,6.6,88.7,B
5087,8.2,92.3,6.6,76.8,C
5088,9.9,79.5,4.6,69.8,D
5089,4.9,75.8,7.5,64.7,D
5090,29.2,86.1,7,91.3,A
5091,17.1,96,4.6,80.3,B
5092,18.4,84.4,3.7,82.3,B
5093,5.6,76.6,4.7,66.8,D
5094,15,70.6,3.1,72.6,C
5095,18.6,87.4,6.4,81.7,B
5096,13.2,78.4,8.4,76.1,C
5097,22.5,84.1,8.8,89.6,B
5098,31.2,82.1,3.8,88.4,B
5099,8.4,79.7,7.6,75,C
5100,7.8,88.5,6.2,74.9,C
5101,8.9,91.7,1.2,73.5,C
5102,26.2,100,5.3,94,A
5103,22.3,94.1,5.1,80.2,B
5104,14.1,100,8.4,85.9,B
5105,15.3,75.2,4.3,76.7,C
5106,9.3,65.8,7.1,66.1,D
5107,21.2,84.8,5.8,78.3,C
5108,12.3,95.3,3.1,76.9,C
5109,13.2,93.4,4.9,81,B
5110,19.3,99.5,9.1,89.8,B
5111,13.7,54.6,5.7,70.6,C
5112,13.4,100,7.8,90.9,A
5113,15.1,89,7.7,76.8,C
5114,20.6,66.5,5.1,74.3,C
5115,26.5,93.7,3.4,80.9,B
5116,19.1,87,3.7,82.1,B
5117,20.6,89.6,8.9,86.4,B
5118,13.6,97,6.3,81.3,B
5119,10,90.2,2.5,76.5,C
5120,19.6,67.3,7.7,74.1,C
5121,16.2,83.3,2.4,70.3,C
5122,5,65.6,4.3,55.8,F
5123,12.7,92.8,6.2,84.1,B
5124,14.4,100,10,91.9,A
5125,11.4,70.1,7.6,72.1,C
5126,25.4,76.9,5,78.9,C
5127,18.4,74.4,6.1,80.3,B
5128,24.6,79.6,7.8,94.8,A
5129,16.8,89.9,8.8,84.9,B
5130,15.6,79.7,5.5,73.4,C
5131,8.4,92.8,5.6,80.2,B
5132,15.1,97.8,4.3,78.3,C
5133,15.1,98.2,7.3,84.4,B
5134,5.4,71.6,8.1,61.6,D
5135,11.2,100,2.1,76.1,C
5136,12.7,100,5.2,78,C
5137,17.9,100,3.6,87.5,B
5138,18.2,83.1,6.3,78.2,C
5139,10.9,76,3.5,72.1,C
5140,18.3,73.2,3.4,73.8,C
5141,13.7,71.8,8.2,76.4,C
5142,0,85.1,5.7,69,D
5143,11.6,95.2,5.9,79.9,C
5144,22.6,100,6.9,89.2,B
5145,3.2,79.2,7.9,68,D
5146,15.8,84.5,5.2,80,B
5147,26.1,83.7,5.2,80.3,B
5148,9.7,77.4,5.2,76.4,C
5149,15,93.8,8.2,85.2,B
5150,5.9,89.4,5.9,72.6,C
5151,26.4,86.7,5.4,88.3,B
5152,14.4,89.3,6.8,79.3,C
5153,15.3,92.4,9.7,85.8,B
5154,24.5,92.3,6.1,85.6,B
5155,19.6,74.9,5.5,79.4,C
5156,8.9,95.8,9.9,82.8,B
5157,10.5,88.1,8.7,80.5,B
5158,18.5,79.8,8.4,87.1,B
5159,10.6,87.8,5,73.2,C
5160,0.2,89.1,4.8,67.6,D
5161,14.6,98,2.3,74.1,C
5162,4.6,72.4,7.9,70.7,C
5163,26.3,100,6.2,93.1,A
5164,16.2,85.3,2.4,75.8,C
5165,8.7,78.9,8.4,74.5,C
5166,10.1,78.6,5.3,70.5,C
5167,1.8,73,5.6,71.8,C
5168,7.3,64.1,3,62.2,D
5169,22.1,93.1,7,89.4,B
5170,30.6,100,7,94,A
5171,20.1,65.6,5.9,78.4,C
5172,14.4,73.6,5.2,73.1,C
5173,12,94,10,86.2,B
5174,8.3,84.5,3.6,73.7,C
5175,29.4,95,4.6,91.4,A
5176,13.7,83.8,7.4,77.3,C
5177,29.8,78,4,78.2,C
5178,24.8,82.3,3.8,81.6,B
5179,2.8,56.4,8.3,60.3,D
5180,10.3,71.3,7.2,68.6,D
5181,10.3,96.4,7,85.2,B
5182,14.4,99.3,6.4,87.2,B
5183,14.6,100,4.6,77,C
5184,36,90.3,5.5,96.5,A
5185,7.5,57.9,5.8,61,D
5186,16.6,77.4,7.7,80.6,B
5187,19.3,100,6.9,86.3,B
5188,15,100,4.1,80.6,B
5189,15.8,100,7.6,89.8,B
5190,7.7,82.2,2.6,71,C
5191,15.7,69.3,5.4,77.7,C
5192,18.6,84.5,3.7,78.2,C
5193,17.3,85.2,4.3,74.4,C
5194,19,100,9.9,94.8,A
5195,24.9,87.7,3.1,86.7,B
5196,21.6,85.2,4.4,84,B
5197,15.5,85.9,7,78.7,C
5198,6.8,89.8,5.1,70.3,C
5199,10.8,92.5,6.3,80.6,B
5200,13.5,76.3,8.9,75.5,C
5201,16.8,72.3,7.3,76.5,C
5202,11.7,100,5.1,89.5,B
5203,8.4,65.3,5.7,73.1,C
5204,6.7,100,7.1,81.9,B
5205,3.4,62.1,7.3,61.7,D
5206,13.4,78,6,73.2,C
5207,4.7,96.7,6.7,78.5,C
5208,8,85,6.7,79.2,C
5209,12.2,69.2,5.8,69.5,D
5210,5.6,90.1,4.8,71.1,C
5211,17.7,85.8,7.5,83.4,B
5212,20.2,82.4,6.6,78.5,C
5213,11.2,77.5,1.8,64.4,D
5214,11.9,84.6,4.3,71.1,C
5215,18.8,78,5,79.8,C
5216,10,100,5.6,81,B
5217,9.5,82.1,8.4,80.2,B
5218,23.4,80.5,10,83.3,B
5219,21.2,78.5,1.1,70.9,C
5220,19.2,100,6.6,89.7,B
5221,21.5,65.3,6.1,74.4,C
5222,1.2,89.3,5.6,67.4,D
5223,24.5,82.1,7.1,89.5,B
5224,17.7,67.9,6.3,73.7,C
5225,22.1,75.2,5.3,78.6,C
5226,17.7,88.8,6.1,81.8,B
5227,15.3,74.6,7.1,76.3,C
5228,13.1,88.1,6.9,81.9,B
5229,17.6,100,6.4,83.2,B
5230,12.8,87,4.8,76.2,C
5231,21.1,67.6,10,85.6,B
5232,3.9,74.8,6.7,74.3,C
5233,11.2,81.6,7.5,72.7,C
5234,29.3,80.8,5,88,B
5235,10.6,86.8,6.4,76.3,C
5236,13.3,88.7,6.4,79.3,C
5237,8.8,100,2.2,72.9,C
5238,17.4,85,4.6,81.3,B
5239,9.8,71.2,4.5,70.6,C
5240,13.7,98.8,4.8,89.2,B
5241,20.9,100,3.9,82.4,B
5242,10.1,87.8,6.1,71.2,C
5243,20.5,82,8.8,91.6,A
5244,20.8,92.5,6.3,86.2,B
5245,22.4,82.5,3.6,79.5,C
5246,16,60.3,3.9,69,D
5247,37.7,91.8,5.2,93.4,A
5248,22.4,95.7,3.2,86.2,B
5249,17.3,100,6.6,86.6,B
5250,8.9,76.2,8.7,77.8,C
5251,14.3,87.7,4.8,80.7,B
5252,25,88,6.2,90.6,A
5253,27,86,5.1,87.9,B
5254,25.3,86.4,4.7,90.6,A
5255,20.5,85.4,6.4,85.5,B
5256,6.2,87.5,4.7,70.2,C
5257,18.4,93.9,4.4,80.4,B
5258,6.3,99.6,2.8,71.8,C
5259,4.6,75.9,6.1,69.9,D
5260,16.7,82.9,8.1,78.1,C
5261,18.7,79.9,7.4,82.1,B
5262,21.3,78.2,9,82.4,B
5263,18.5,65.6,4.7,69.3,D
5264,18.7,85.3,7.7,80.7,B
5265,8.1,90.8,3.8,73.2,C
5266,14.3,83.1,7.4,81.8,B
5267,4.5,84.9,9.3,73,C
5268,1,90,7,65.3,D
5269,20.2,100,9.3,100,A
5270,9.7,80,4.8,75.2,C
5271,21.1,70.9,5.7,81,B
5272,22.8,83.9,4.2,87.2,B
5273,10.7,100,6.1,81.6,B
5274,19.1,71.1,6.5,77.4,C
5275,10.4,92.8,6.1,82.5,B
5276,2.1,98.9,5.1,77.3,C
5277,15.9,56.6,5,70.1,C
5278,11.7,89.9,6.7,81.8,B
5279,11.9,92.2,5.7,75.2,C
5280,28.8,81.8,3.7,84.7,B
5281,4.3,77.2,2.2,68.8,D
5282,17.7,77.9,4.8,79.5,C
5283,8,81.1,3.2,64.7,D
5284,21.4,81.4,4.3,78.9,C
5285,17.1,79.1,5.2,82.1,B
5286,17.7,80.9,5.7,80.6,B
5287,8.4,99.3,4.7,78.2,C
5288,9.6,70.4,10,75.2,C
5289,21.5,64,3.5,73.1,C
5290,27.4,99.5,8.4,94.9,A
5291,18.4,82.7,5.7,77.9,C
5292,8.7,80.3,4.7,74.1,C
5293,17.4,83.7,7.2,82.5,B
5294,32,87.5,5.1,93.7,A
5295,15.7,78.7,4.4,77,C
5296,25.2,91.1,9.6,97.4,A
5297,9.8,73.5,1.6,67.1,D
5298,14.7,81.4,5.5,79.4,C
5299,19.3,58.4,6.4,73.7,C
5300,17.8,99.1,8.8,86.7,B
5301,9.6,82.9,5.2,72.6,C
5302,9.3,93,10,84.3,B
5303,21.9,90.7,7.5,90.2,A
5304,23.3,91.6,1.3,86.4,B
5305,25.6,84.9,3.1,82.1,B
5306,27.6,89.7,6.5,91.4,A
5307,15.9,73.5,3.7,72.5,C
5308,12.8,70.9,7.1,78.5,C
5309,24.5,83.8,5.1,85.7,B
5310,20,76.8,3.6,78.2,C
5311,8.1,100,4.1,76.9,C
5312,7.8,89.5,7.7,76.6,C
5313,18.4,76.4,2,69.3,D
5314,13.8,81.7,8.1,75.7,C
5315,14.8,86.6,8.1,82.6,B
5316,22.5,84.2,5.3,83.8,B
5317,20.3,88.3,3.2,81.4,B
5318,24.3,85.8,7.1,90.5,A
5319,1.5,68.3,5,62,D
5320,16.8,59.2,3,66.4,D
5321,19.9,80.5,9.8,85,B
5322,4.3,91.7,4.2,72.1,C
5323,10.4,80.7,3.1,69.4,D
5324,9.1,99.8,6.6,83.9,B
5325,15.2,84.4,5.9,78.8,C
5326,26.4,100,9,97.3,A
5327,29.2,98.8,5.2,91.3,A
5328,9.3,97.6,5.3,81.6,B
5329,18.7,70.6,6.7,81.7,B
5330,18.9,85.2,6.4,78.4,C
5331,17.7,99.7,6.5,88.1,B
5332,17.8,88.3,6.5,82.7,B
5333,17.1,91.7,6.3,84.3,B
5334,26.8,68.3,5.2,82.3,B
5335,22.7,100,7.7,85.5,B
5336,7.6,75.5,5.3,71.5,C
5337,20.6,61.1,7.6,79.9,C
5338,21.2,80.8,8.8,89.2,B
5339,17.2,55.6,4.6,65.7,D
5340,22.9,72,10,85,B
5341,16.3,100,4.6,82.1,B
5342,16.4,80.4,4.6,71,C
5343,15.8,67.9,7.1,73,C
5344,0.9,85.3,6.9,66.4,D
5345,14.4,74.2,6.1,75.9,C
5346,10.3,95.4,7.6,76.3,C
5347,6.7,74.3,6.5,66.6,D
5348,25,88.2,10,91,A
5349,18.5,71.2,5.9,78.9,C
5350,14.8,100,4.3,90.6,A
5351,11,91,4.9,77.8,C
5352,17.1,83.3,6.9,78,C
5353,21.9,81.5,7,82.1,B
5354,9.2,78.4,6.4,74.8,C
5355,15,75.9,4.3,69.7,D
5356,21.1,75.5,8.2,86.2,B
5357,1.4,100,9.9,79.8,C
5358,14.6,78.4,6.1,76.1,C
5359,12,59.4,9.6,66.9,D
5360,14.1,71,7.7,78.2,C
5361,11.5,96.1,10,82.9,B
5362,16,82,6.9,80.3,B
5363,28.5,83.4,6.3,88.4,B
5364,12.7,99,7.7,79.7,C
5365,17,75.7,5.1,75.5,C
5366,29,92.6,6.8,89.6,B
5367,11.1,77,8.7,74.5,C
5368,27.7,91.9,7.6,94.3,A
5369,15,80.3,5.9,79.4,C
5370,27.5,82.1,6.4,87.8,B
5371,20.3,94.8,7.5,85.7,B
5372,17.1,94,7.4,83.7,B
5373,14.5,83,7.5,77.8,C
5374,10.6,79.3,6.7,68.1,D
5375,15.5,100,4.4,83.1,B
5376,21.3,92.1,4.7,79.7,C
5377,14.9,80.3,6.9,78.6,C
5378,12.8,77.2,7.7,72.2,C
5379,13.2,97.3,7.4,80.2,B
5380,21.9,86.4,4.6,85.1,B
5381,23.6,83,5.7,84.5,B
5382,10.3,86.4,3.7,67.6,D
5383,10.3,89.1,3.2,72,C
5384,17.7,84.3,6.2,81.8,B
5385,25.7,99.4,8.7,93.7,A
5386,23,100,6.2,89.7,B
5387,6.2,91.4,9.8,80.1,B
5388,13.2,100,5.7,82.8,B
5389,8.5,85.1,6.1,71.3,C
5390,13.1,93.3,4,78.3,C
5391,26.2,97.1,5.3,90.1,A
5392,5,97.2,3.6,78.3,C
